market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Corporate,0,No Deposit,0,Transient,A,0,1,4,0
Online TA,0,No Deposit,0,Transient,E,0,1,254,0
Online TA,0,No Deposit,0,Transient,B,0,0,6,0
Groups,0,No Deposit,0,Transient-Party,G,0,0,112,0
Online TA,0,No Deposit,0,Transient,Others,1,1,35,0
Direct,0,No Deposit,0,Transient,D,0,0,83,0
Online TA,0,No Deposit,0,Transient,B,0,1,158,0
Online TA,0,No Deposit,0,Transient,B,0,1,62,0
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,1,128,0
Online TA,0,No Deposit,0,Transient,F,0,0,11,0
Online TA,0,No Deposit,0,Transient,D,0,0,116,1
Groups,0,Non Refund,0,Transient,D,0,0,116,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,0,0
Online TA,0,No Deposit,0,Contract,D,0,0,41,0
Online TA,0,No Deposit,0,Transient,D,1,0,189,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,130,0
Online TA,0,No Deposit,0,Transient,G,0,1,256,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,58,0
Groups,0,No Deposit,0,Group,A,0,1,140,0
Online TA,0,No Deposit,0,Transient,E,0,1,230,0
Online TA,0,No Deposit,0,Transient,A,1,0,71,0
Online TA,0,No Deposit,0,Transient-Party,G,0,1,230,1
Direct,0,No Deposit,0,Transient,A,0,1,11,0
Direct,0,No Deposit,0,Transient,F,1,0,20,0
Online TA,0,No Deposit,0,Transient,E,0,0,8,0
Online TA,0,No Deposit,0,Transient,A,0,1,96,1
Direct,0,No Deposit,0,Transient,A,0,1,104,1
Direct,0,No Deposit,0,Transient,D,1,0,10,0
Others,0,No Deposit,0,Transient,A,0,0,0,0
Online TA,0,No Deposit,0,Transient-Party,Others,1,0,39,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,75,0
Online TA,0,No Deposit,0,Transient,F,0,0,56,1
Direct,0,No Deposit,0,Transient,A,0,1,45,1
Online TA,0,No Deposit,0,Transient,F,0,1,21,0
Online TA,0,No Deposit,0,Transient,E,0,1,269,1
Online TA,0,No Deposit,0,Transient,E,1,1,40,0
Others,0,No Deposit,0,Transient,F,0,1,5,0
Online TA,0,No Deposit,0,Transient,E,0,1,132,0
Online TA,0,No Deposit,0,Transient,A,1,1,221,0
Direct,0,No Deposit,0,Transient,A,0,0,179,1
Online TA,0,No Deposit,0,Transient,E,0,1,49,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,172,0
Online TA,0,No Deposit,0,Transient,D,0,0,6,1
Groups,0,No Deposit,0,Transient-Party,D,0,0,29,0
Corporate,1,No Deposit,0,Transient,A,0,0,3,1
Direct,0,No Deposit,0,Transient,A,0,1,67,0
Online TA,0,No Deposit,0,Transient-Party,F,0,1,216,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,0,220,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,101,0
Others,0,No Deposit,0,Transient,A,0,0,101,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,58,0
Online TA,0,No Deposit,0,Transient,D,0,1,170,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,50,0
Online TA,0,No Deposit,0,Transient,E,0,1,60,0
Direct,0,No Deposit,0,Transient,G,0,1,268,0
Online TA,0,No Deposit,0,Transient,G,0,0,258,0
Corporate,0,No Deposit,0,Transient,E,0,1,30,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,7,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,31,0
Online TA,0,No Deposit,0,Transient,A,0,0,44,0
Online TA,0,No Deposit,0,Transient,G,0,0,95,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,168,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,45,0
Online TA,0,No Deposit,0,Transient,D,0,0,1,1
Online TA,0,No Deposit,0,Transient-Party,E,1,1,43,0
Online TA,0,No Deposit,0,Transient,D,0,1,30,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,192,0
Groups,0,No Deposit,0,Transient,A,0,0,20,0
Online TA,0,No Deposit,0,Transient,D,0,0,91,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,220,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,33,0
Groups,0,No Deposit,0,Transient,A,0,0,286,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,21,0
Online TA,0,No Deposit,0,Transient,F,0,0,81,1
Online TA,0,No Deposit,0,Transient,E,1,1,126,0
Corporate,0,No Deposit,0,Transient,A,0,1,5,0
Online TA,0,No Deposit,0,Transient,E,0,1,117,0
Online TA,0,No Deposit,0,Transient,G,0,0,66,1
Online TA,0,No Deposit,0,Transient,D,0,0,2,0
Others,0,No Deposit,0,Transient,G,0,1,71,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,165,0
Offline TA/TO,0,No Deposit,0,Transient,F,1,0,89,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,65,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,174,0
Direct,0,No Deposit,0,Transient,Others,0,1,38,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,196,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,0,1
Direct,0,No Deposit,0,Transient-Party,B,0,1,10,0
Direct,0,No Deposit,0,Transient,B,0,1,106,1
Online TA,0,No Deposit,0,Contract,A,0,1,22,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,55,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,79,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,34,0
Online TA,0,No Deposit,0,Transient,E,0,0,103,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,71,0
Online TA,0,No Deposit,0,Transient,A,1,1,72,0
Others,0,No Deposit,0,Transient,A,0,0,126,1
Direct,0,No Deposit,0,Transient,D,0,0,77,1
Online TA,0,No Deposit,0,Transient,D,1,1,65,0
Online TA,0,No Deposit,0,Transient,D,0,1,320,1
Online TA,0,No Deposit,0,Transient,B,0,1,88,0
Direct,0,No Deposit,0,Transient,Others,0,1,189,0
Direct,0,No Deposit,0,Transient,A,0,1,86,1
Online TA,0,No Deposit,0,Transient,D,0,1,10,0
Online TA,0,No Deposit,0,Transient,A,0,1,50,1
Online TA,0,No Deposit,0,Transient,B,0,1,231,1
Online TA,0,No Deposit,0,Transient-Party,G,0,1,12,0
Direct,0,No Deposit,0,Transient,D,0,0,139,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,62,0
Direct,0,No Deposit,0,Transient,E,1,1,171,0
Direct,0,No Deposit,0,Transient,A,0,0,1,0
Groups,0,Non Refund,0,Transient-Party,D,0,0,30,0
Direct,0,No Deposit,0,Transient,A,1,1,5,0
Direct,0,No Deposit,0,Transient,G,0,1,39,0
Online TA,0,No Deposit,0,Transient,F,0,0,49,0
Others,0,No Deposit,0,Transient,A,0,0,7,1
Online TA,0,No Deposit,0,Contract,A,0,1,30,0
Online TA,0,No Deposit,0,Transient,F,0,1,63,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,47,0
Offline TA/TO,0,No Deposit,0,Transient,Others,1,1,116,0
Offline TA/TO,0,No Deposit,0,Transient,Others,0,1,70,1
Online TA,0,No Deposit,0,Transient,D,0,1,304,1
Direct,0,No Deposit,0,Transient,B,0,1,230,1
Online TA,0,No Deposit,0,Transient,D,0,1,187,0
Online TA,0,No Deposit,0,Transient,B,0,1,44,1
Online TA,0,No Deposit,0,Transient,E,0,1,159,0
Online TA,0,No Deposit,0,Transient,D,1,1,74,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,81,0
Direct,0,No Deposit,0,Transient-Party,F,1,0,71,0
Corporate,0,No Deposit,0,Transient,A,0,0,0,1
Online TA,1,No Deposit,0,Contract,F,0,0,30,1
Online TA,0,No Deposit,0,Transient,F,0,1,33,0
Groups,0,No Deposit,0,Transient-Party,A,1,1,7,0
Groups,0,No Deposit,0,Group,A,0,1,11,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,4,0
Direct,1,No Deposit,0,Transient,E,0,1,49,1
Direct,0,No Deposit,0,Transient,E,0,0,171,1
Online TA,0,No Deposit,0,Transient-Party,G,0,1,16,0
Groups,0,No Deposit,0,Transient-Party,G,1,0,80,0
Direct,0,No Deposit,1,Transient,E,0,1,16,1
Online TA,1,No Deposit,0,Contract,F,0,1,56,1
Groups,0,No Deposit,0,Transient-Party,E,1,0,124,0
Others,0,No Deposit,0,Transient,A,1,1,9,0
Online TA,0,No Deposit,0,Transient,A,0,0,52,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,20,0
Direct,0,No Deposit,0,Transient,Others,0,0,18,0
Online TA,0,No Deposit,0,Transient,D,0,1,13,0
Online TA,0,No Deposit,0,Transient,D,1,1,122,0
Online TA,0,No Deposit,0,Group,A,0,1,36,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,85,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,6,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,35,0
Corporate,1,No Deposit,0,Transient,A,0,1,30,1
Direct,0,No Deposit,0,Transient-Party,E,0,0,0,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,132,0
Online TA,0,No Deposit,0,Transient,A,0,1,85,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,219,0
Groups,0,No Deposit,0,Transient,A,0,1,47,0
Online TA,0,No Deposit,0,Transient,A,0,0,21,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,220,0
Groups,0,No Deposit,0,Transient-Party,E,0,0,312,0
Online TA,0,No Deposit,0,Transient,A,0,1,79,1
Online TA,0,No Deposit,0,Contract,D,0,1,66,0
Offline TA/TO,0,No Deposit,0,Group,E,0,1,352,0
Online TA,0,No Deposit,0,Transient,G,1,1,10,0
Online TA,0,No Deposit,0,Transient,E,0,0,84,1
Online TA,0,No Deposit,0,Transient,E,0,0,65,1
Online TA,0,No Deposit,0,Transient,G,0,1,39,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,159,1
Others,0,No Deposit,0,Transient,A,0,0,1,1
Direct,0,No Deposit,0,Transient,D,0,0,116,1
Offline TA/TO,0,No Deposit,0,Contract,D,0,0,30,0
Online TA,0,No Deposit,0,Transient,E,0,1,28,0
Online TA,0,No Deposit,0,Transient,A,0,0,68,1
Offline TA/TO,0,No Deposit,0,Contract,E,1,1,240,0
Online TA,0,No Deposit,0,Transient,D,0,1,272,1
Online TA,0,No Deposit,0,Transient,A,0,1,30,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,434,1
Online TA,0,No Deposit,0,Transient,E,0,1,246,0
Online TA,0,No Deposit,0,Transient,Others,0,0,4,0
Direct,0,No Deposit,0,Transient,G,1,0,27,0
Direct,0,No Deposit,0,Transient,F,0,1,39,0
Online TA,0,No Deposit,0,Transient,D,0,0,55,0
Direct,0,No Deposit,0,Transient,D,0,0,11,1
Direct,0,No Deposit,0,Transient-Party,A,0,1,4,0
Direct,0,No Deposit,0,Transient,E,1,1,48,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,36,1
Groups,0,No Deposit,0,Transient,A,0,1,214,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,1,0
Groups,0,No Deposit,0,Transient,A,0,0,168,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,0,69,0
Online TA,0,No Deposit,0,Transient,D,0,0,11,0
Online TA,0,No Deposit,0,Transient,F,1,0,35,0
Online TA,0,No Deposit,0,Transient,A,0,1,214,0
Online TA,0,No Deposit,0,Transient,G,0,0,248,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,359,0
Online TA,0,No Deposit,0,Transient,D,0,0,217,1
Online TA,0,No Deposit,0,Transient,F,1,1,229,0
Direct,0,No Deposit,0,Transient,A,0,0,116,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,120,1
Groups,0,No Deposit,0,Transient-Party,E,0,0,156,0
Corporate,0,No Deposit,0,Transient,G,1,1,8,0
Online TA,0,No Deposit,0,Transient,Others,0,0,38,1
Online TA,0,No Deposit,0,Transient,A,0,0,115,0
Online TA,0,No Deposit,0,Transient,Others,1,0,3,0
Online TA,0,No Deposit,0,Transient,B,0,0,136,1
Direct,0,No Deposit,0,Transient,F,0,0,34,1
Online TA,0,No Deposit,0,Transient,A,0,1,46,1
Direct,0,No Deposit,0,Transient-Party,D,0,1,273,0
Online TA,0,No Deposit,0,Group,A,0,1,4,0
Online TA,0,No Deposit,0,Transient,G,0,1,108,0
Direct,0,No Deposit,0,Transient,Others,0,0,164,0
Direct,0,No Deposit,0,Transient,A,0,1,103,0
Direct,0,No Deposit,0,Transient,G,0,1,25,0
Online TA,0,No Deposit,0,Transient,E,0,0,44,1
Direct,0,No Deposit,0,Transient,A,0,0,13,0
Online TA,0,No Deposit,0,Transient,E,1,1,62,0
Online TA,0,No Deposit,0,Transient,A,0,1,161,0
Online TA,0,No Deposit,0,Transient,E,0,1,108,0
Online TA,0,No Deposit,0,Transient,D,0,1,201,1
Online TA,0,No Deposit,0,Transient,E,0,1,134,1
Direct,0,No Deposit,0,Transient,F,0,0,51,0
Direct,1,No Deposit,0,Transient,E,0,0,16,1
Online TA,0,No Deposit,0,Transient,D,0,0,148,1
Corporate,0,No Deposit,0,Transient,A,0,0,2,1
Corporate,0,No Deposit,0,Transient,A,0,0,5,0
Direct,0,No Deposit,0,Transient,A,0,1,265,0
Direct,0,No Deposit,0,Transient-Party,A,1,1,287,0
Corporate,1,No Deposit,0,Transient,A,0,0,28,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,80,0
Online TA,0,No Deposit,0,Transient,Others,0,1,203,1
Online TA,0,No Deposit,0,Transient,A,0,0,50,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,45,0
Direct,0,No Deposit,0,Transient,Others,0,0,17,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,253,0
Direct,0,No Deposit,0,Transient,E,0,1,173,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,65,1
Online TA,0,No Deposit,0,Group,D,0,1,85,0
Groups,1,Non Refund,0,Transient,D,0,0,287,1
Online TA,0,No Deposit,0,Transient,F,0,0,210,1
Online TA,0,No Deposit,0,Transient,A,0,1,83,0
Online TA,0,No Deposit,0,Transient,E,0,1,23,0
Direct,0,No Deposit,0,Transient,F,1,1,154,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,201,0
Direct,0,No Deposit,0,Transient,A,0,0,90,1
Offline TA/TO,0,No Deposit,0,Group,A,0,1,33,0
Others,0,No Deposit,0,Transient-Party,D,0,0,3,1
Direct,0,No Deposit,0,Transient-Party,D,1,1,52,0
Direct,0,No Deposit,0,Transient,A,0,0,6,0
Online TA,0,No Deposit,0,Transient,Others,0,1,94,1
Direct,0,No Deposit,0,Transient,D,0,1,113,1
Direct,0,No Deposit,0,Transient-Party,A,0,1,12,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,173,0
Direct,0,No Deposit,0,Transient,G,0,1,24,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,36,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,211,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,175,0
Direct,0,No Deposit,0,Transient,A,0,0,48,1
Direct,0,No Deposit,0,Transient,Others,0,0,14,0
Online TA,0,No Deposit,0,Transient,D,0,1,78,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,30,0
Direct,1,No Deposit,0,Transient,E,1,1,128,0
Online TA,0,No Deposit,0,Transient,D,0,1,138,0
Online TA,0,No Deposit,0,Transient,A,0,1,300,0
Online TA,0,No Deposit,0,Transient,A,0,1,40,0
Direct,1,No Deposit,0,Transient,A,0,1,4,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,247,0
Online TA,0,No Deposit,0,Transient,A,0,1,56,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,0,1
Offline TA/TO,0,No Deposit,0,Contract,D,1,0,187,0
Online TA,0,No Deposit,0,Transient,G,0,1,16,0
Online TA,0,No Deposit,0,Transient,D,0,1,189,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,127,0
Direct,0,No Deposit,0,Transient,F,0,0,46,1
Direct,0,No Deposit,0,Transient,F,0,1,68,0
Direct,0,No Deposit,0,Transient,F,0,0,88,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,247,0
Online TA,0,No Deposit,0,Transient,Others,0,1,179,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,116,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,168,1
Online TA,0,No Deposit,0,Transient,A,0,0,159,0
Online TA,0,No Deposit,0,Transient,F,0,1,87,0
Direct,0,No Deposit,0,Transient,E,0,0,222,0
Direct,0,No Deposit,0,Transient,A,1,1,89,0
Online TA,0,No Deposit,0,Transient,A,0,1,58,1
Direct,0,No Deposit,0,Transient-Party,A,0,1,14,0
Online TA,0,No Deposit,0,Transient,D,1,0,280,0
Direct,0,No Deposit,0,Transient,F,0,0,94,0
Corporate,0,No Deposit,0,Transient,A,0,1,0,0
Online TA,0,No Deposit,0,Transient,D,0,1,102,0
Online TA,0,No Deposit,0,Transient,A,0,1,140,0
Direct,0,No Deposit,0,Transient-Party,B,0,0,236,0
Online TA,0,No Deposit,0,Transient-Party,Others,1,0,5,0
Online TA,0,No Deposit,0,Transient,A,0,0,246,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,96,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,129,0
Direct,0,No Deposit,0,Transient,D,0,1,5,0
Online TA,0,No Deposit,0,Transient,G,0,0,3,0
Others,0,No Deposit,0,Transient,A,0,0,15,0
Direct,0,No Deposit,0,Transient,D,0,1,11,0
Direct,1,No Deposit,0,Transient,E,0,1,31,1
Online TA,0,No Deposit,0,Transient,A,0,1,12,0
Online TA,0,No Deposit,0,Transient,A,0,0,30,1
Direct,0,No Deposit,0,Transient-Party,B,0,1,237,0
Groups,0,No Deposit,0,Transient,A,0,0,0,0
Online TA,0,No Deposit,0,Transient,G,0,1,1,0
Online TA,0,No Deposit,0,Transient,E,0,0,54,0
Direct,0,No Deposit,0,Transient,Others,1,0,131,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,14,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,15,0
Online TA,0,No Deposit,0,Transient,A,0,1,157,1
Direct,0,No Deposit,0,Transient,D,0,0,60,1
Online TA,0,No Deposit,0,Transient,B,0,1,90,0
Direct,0,No Deposit,0,Transient,A,0,1,206,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,255,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,240,1
Direct,0,No Deposit,0,Transient,G,1,1,4,0
Direct,0,No Deposit,0,Transient,A,0,0,22,0
Direct,0,No Deposit,0,Transient,F,1,1,95,0
Online TA,0,No Deposit,0,Transient,A,1,1,52,0
Online TA,0,No Deposit,0,Transient,E,1,1,65,0
Offline TA/TO,0,No Deposit,0,Transient,E,1,0,6,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,47,0
Direct,0,No Deposit,0,Transient,Others,0,1,163,0
Online TA,0,No Deposit,0,Transient,A,1,1,141,0
Online TA,0,No Deposit,0,Transient,F,0,1,25,0
Online TA,0,No Deposit,0,Transient,D,0,1,80,0
Online TA,0,No Deposit,0,Transient,E,0,1,211,0
Online TA,0,No Deposit,0,Transient,G,0,0,8,1
Others,0,No Deposit,0,Transient,A,0,0,11,1
Online TA,0,No Deposit,0,Transient,A,0,1,54,0
Direct,0,No Deposit,0,Transient,D,0,0,70,0
Online TA,0,No Deposit,0,Transient,E,0,1,194,0
Online TA,0,No Deposit,0,Transient,G,1,1,32,0
Online TA,0,No Deposit,0,Transient,F,0,0,159,0
Direct,0,No Deposit,0,Transient,A,0,1,16,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,160,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,77,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,207,0
Direct,0,No Deposit,0,Transient,A,1,1,57,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,164,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,114,0
Online TA,0,No Deposit,0,Transient,D,0,1,84,0
Offline TA/TO,0,No Deposit,0,Group,A,0,0,48,0
Online TA,0,No Deposit,0,Transient,D,0,1,17,0
Direct,0,No Deposit,0,Transient,E,0,0,124,1
Online TA,0,No Deposit,0,Transient,G,0,0,41,1
Online TA,0,No Deposit,0,Transient,D,0,1,27,1
Direct,0,No Deposit,0,Transient-Party,A,0,0,334,0
Direct,0,No Deposit,0,Transient,E,1,0,17,0
Direct,0,No Deposit,0,Transient,D,1,0,8,0
Online TA,0,No Deposit,0,Contract,A,1,1,54,0
Online TA,0,No Deposit,0,Transient-Party,A,1,0,61,0
Online TA,0,No Deposit,0,Transient,G,0,1,4,1
Others,0,No Deposit,0,Transient,D,1,1,3,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,141,0
Online TA,0,No Deposit,0,Transient,D,0,1,336,1
Offline TA/TO,0,No Deposit,0,Group,A,0,0,1,0
Corporate,0,No Deposit,0,Transient,A,1,0,17,0
Online TA,0,No Deposit,0,Transient,G,1,0,60,0
Online TA,0,No Deposit,0,Transient,E,0,1,84,0
Online TA,0,No Deposit,0,Transient,A,0,1,25,0
Direct,0,No Deposit,0,Transient,E,1,1,31,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,7,0
Online TA,0,No Deposit,0,Transient,A,1,1,158,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,39,0
Direct,1,No Deposit,0,Transient,A,0,0,16,0
Others,1,No Deposit,0,Transient,A,0,1,4,1
Online TA,0,No Deposit,0,Transient,E,1,0,0,0
Direct,0,No Deposit,0,Transient,G,0,1,18,1
Others,0,No Deposit,0,Transient-Party,D,0,0,3,0
Online TA,0,No Deposit,0,Transient,E,0,0,133,0
Online TA,0,No Deposit,0,Transient,A,0,1,123,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,2,0
Online TA,0,No Deposit,0,Group,F,0,0,66,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,13,0
Online TA,0,No Deposit,0,Transient,B,0,1,29,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,101,1
Groups,0,No Deposit,0,Transient,A,0,0,216,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,58,0
Direct,0,Non Refund,0,Transient,A,0,0,163,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,90,0
Online TA,0,No Deposit,0,Transient,D,0,0,113,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,6,0
Online TA,0,No Deposit,0,Transient,E,0,0,1,1
Others,0,No Deposit,0,Transient,G,1,1,1,0
Online TA,0,No Deposit,0,Transient,G,0,0,90,0
Online TA,0,No Deposit,0,Transient-Party,A,1,0,37,0
Online TA,0,No Deposit,0,Transient-Party,F,0,0,1,0
Direct,0,No Deposit,0,Transient,G,0,0,194,0
Others,0,No Deposit,0,Transient,D,0,1,9,0
Direct,0,No Deposit,0,Transient,D,1,1,94,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,32,0
Online TA,0,Non Refund,0,Transient,D,0,1,6,1
Online TA,0,No Deposit,0,Transient-Party,A,1,0,1,0
Direct,0,No Deposit,0,Transient,F,0,0,19,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,87,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,0,133,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,30,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,46,0
Direct,0,No Deposit,0,Transient,Others,0,0,67,0
Online TA,0,No Deposit,0,Transient,F,0,0,45,0
Others,0,No Deposit,0,Transient-Party,D,0,0,20,1
Online TA,0,No Deposit,0,Transient,B,0,1,209,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,21,0
Online TA,0,No Deposit,0,Transient,E,1,1,135,0
Online TA,0,No Deposit,0,Transient,F,0,0,31,1
Online TA,0,No Deposit,0,Transient,G,0,0,70,1
Online TA,0,No Deposit,0,Transient,B,0,0,96,1
Online TA,0,No Deposit,0,Transient,A,0,1,116,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,157,0
Online TA,0,No Deposit,0,Contract,D,0,1,16,0
Direct,0,No Deposit,0,Transient,G,1,1,100,0
Online TA,0,No Deposit,0,Transient,D,0,1,63,0
Online TA,0,No Deposit,0,Transient,A,0,0,35,1
Direct,0,No Deposit,0,Transient,A,0,1,122,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,87,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,102,0
Others,1,No Deposit,0,Transient,A,0,1,0,1
Direct,0,No Deposit,0,Transient,F,1,0,0,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,10,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,74,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,36,0
Online TA,0,No Deposit,0,Contract,D,0,1,15,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,101,0
Online TA,0,No Deposit,0,Transient-Party,G,0,0,48,0
Direct,0,No Deposit,0,Transient,F,1,1,33,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,7,0
Direct,0,No Deposit,0,Transient,Others,0,1,162,1
Direct,0,No Deposit,0,Transient,E,1,1,151,0
Corporate,0,No Deposit,0,Transient-Party,D,0,0,8,0
Online TA,0,No Deposit,0,Transient,G,0,1,18,0
Direct,0,No Deposit,0,Transient,Others,0,0,244,1
Online TA,0,No Deposit,0,Transient,E,0,1,69,1
Online TA,0,No Deposit,0,Transient,D,0,0,178,0
Online TA,0,No Deposit,0,Transient,F,0,1,4,0
Online TA,0,No Deposit,0,Transient-Party,F,0,1,161,1
Corporate,0,No Deposit,0,Transient,F,0,0,2,0
Online TA,0,No Deposit,0,Transient-Party,G,0,0,331,1
Direct,0,No Deposit,0,Transient,F,1,1,59,0
Direct,0,No Deposit,0,Transient,A,0,0,87,1
Direct,0,No Deposit,0,Transient,G,0,1,254,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,1,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,51,0
Online TA,0,No Deposit,0,Transient,D,0,1,134,1
Online TA,0,No Deposit,0,Transient-Party,A,1,1,43,0
Online TA,0,No Deposit,0,Transient,D,0,0,13,1
Online TA,0,No Deposit,0,Transient,D,1,1,12,0
Direct,0,No Deposit,0,Transient,G,1,0,8,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,122,0
Groups,1,No Deposit,0,Transient-Party,A,0,0,279,1
Direct,0,No Deposit,0,Transient-Party,E,0,1,26,0
Online TA,0,No Deposit,0,Contract,A,0,0,4,0
Online TA,0,No Deposit,0,Transient,Others,0,0,80,0
Online TA,0,No Deposit,0,Transient,B,0,1,0,0
Online TA,0,No Deposit,0,Transient,G,0,0,116,1
Online TA,0,No Deposit,0,Transient-Party,Others,0,0,134,1
Online TA,0,No Deposit,0,Transient,E,0,1,2,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,150,0
Direct,0,Refundable,0,Transient-Party,A,0,1,11,0
Others,0,No Deposit,0,Transient,A,1,1,5,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,112,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,341,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,6,0
Online TA,0,No Deposit,0,Group,A,0,1,225,0
